ligand,receptor,pathway,function,AX,LA,LV,RA,RV,SP,mean_score
CSF3,CSF2RA,ligand,functional,0.0,0.0,0.0,0.040806040255174536,0.012147093352671223,0.0,0.008825522267974293
HCST,PIK3R5,cell_surface_ligand,functional,0.0,0.0,0.0,0.052911666062151336,0.0,0.0,0.008818611010358557
LEFTY2,TGFB1,ligand,functional,0.0,0.0,0.0,0.05290259880206789,0.0,0.0,0.008817099800344648
VEGFC,SOS1,ligand,functional,0.0,0.0,0.052808816492910436,0.0,0.0,0.0,0.008801469415485073
TEK,BMX,ligand,functional,0.0,0.0,0.0,0.0,0.05280634981032321,0.0,0.008801058301720534
POSTN,EGFR,ligand,functional,0.0,0.0,0.0,0.0,0.052749906600806994,0.0,0.008791651100134499
MST1R,ITGB2,cell_adhesion,functional,0.0,0.0,0.0,0.05271575163781314,0.0,0.0,0.00878595860630219
EGFR,PLD2,ligand_regulator,functional,0.0,0.0,0.0,0.0,0.05269798336128501,0.0,0.008782997226880836
PRKCI,MBP,tight_junction,functional,0.0,0.0,0.0526505281883405,0.0,0.0,0.0,0.008775088031390084
PSPN,GFRA1,ligand,functional,0.0,0.052600393072068985,0.0,0.0,0.0,0.0,0.008766732178678164
JAML,CXADR,ligand,functional,0.0,0.0,0.0,0.05258312781299119,0.0,0.0,0.008763854635498532
CXADR,JAML,cell_surface_ligand,functional,0.0,0.0,0.0,0.05258312781299119,0.0,0.0,0.008763854635498532
SLIT2,ROBO3,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.05257258488265506,0.00876209748044251
CCL5,ADRA2A,ligand,functional,0.0,0.0,0.01774330000930082,0.0,0.03466782431297974,0.0,0.00873518738704676
CXCL8,SDC3,ligand,functional,0.0,0.0,0.0,0.0,0.052371657649019306,0.0,0.008728609608169884
SIGLEC9,BOC,ligand,functional,0.0,0.0,0.0,0.0,0.05227378710044498,0.0,0.008712297850074163
COL3A1,ITGA2B,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.05224903344363281,0.008708172240605468
COL6A6,ITGB8,ecm,functional,0.0,0.0,0.0,0.038614375693864805,0.01363271122808743,0.0,0.008707847820325373
EGFR,TNC,ligand_regulator,functional,0.0,0.0,0.0,0.0,0.05215546428265592,0.0,0.008692577380442653
TNC,EGFR,ecm,functional,0.0,0.0,0.0,0.0,0.05215546428265591,0.0,0.008692577380442651
PTPN13,EPHB2,cell_adhesion,functional,0.0,0.0521470492395337,0.0,0.0,0.0,0.0,0.008691174873255617
PTAFR,GNAI3,cell_adhesion,functional,0.0,0.052080989629401,0.0,0.0,0.0,0.0,0.0086801649382335
NTRK3,NRAS,cell_surface_ligand,functional,0.0,0.0,0.0,0.0,0.0,0.051955077229396796,0.0086591795382328
TGFBR1,OCLN,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.051847087575538776,0.008641181262589797
OCLN,TGFBR1,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.05184708757553877,0.008641181262589795
MMP9,ITGB2,ecm,functional,0.0,0.0,0.0,0.05176927657075429,0.0,0.0,0.00862821276179238
LAMA3,PIK3CA,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.051751463257421644,0.00862524387623694
LBP,PTGS1,ecm,functional,0.0,0.030760103139183224,0.0,0.0,0.02089382515605622,0.0,0.008608988049206574
ESR1,NFE2L2,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.05131057396951449,0.008551762328252414
CCL19,ACKR4,ligand,functional,0.0,0.051135390570858606,0.0,0.0,0.0,0.0,0.008522565095143101
FBLN2,ITGB3,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.05106877253161373,0.008511462088602288
CXCR4,PIK3R5,cell_adhesion,functional,0.0,0.0,0.012243300527606296,0.038824725195399555,0.0,0.0,0.008511337620500976
THBS1,ITGB3,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.05092434984758739,0.008487391641264564
LNX1,ABCA1,cell_adhesion,functional,0.05088305878466312,0.0,0.0,0.0,0.0,0.0,0.008480509797443853
WNT2B,FZD3,ligand,functional,0.0,0.05074231671697362,0.0,0.0,0.0,0.0,0.00845705278616227
PTPN6,CASP8,ligand,functional,0.0,0.0,0.015873824003739583,0.03479017275667093,0.0,0.0,0.00844399946006842
INHBB,ACVR1B,ligand,functional,0.05057286509075746,0.0,0.0,0.0,0.0,0.0,0.008428810848459577
SERPINB9,GZMB,ecm,functional,0.0,0.0,0.0,0.05057148054933764,0.0,0.0,0.008428580091556273
SCGB3A1,NOTCH3,ligand,functional,0.050540197214247594,0.0,0.0,0.0,0.0,0.0,0.0084233662023746
JAK2,LEPR,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.05017090629447743,0.0,0.008361817715746239
LEPR,JAK2,ligand,functional,0.0,0.0,0.0,0.0,0.05017090629447742,0.0,0.008361817715746237
SELL,CXCR4,ecm,functional,0.0,0.05011023687435645,0.0,0.0,0.0,0.0,0.008351706145726076
CXCR4,SELL,cell_adhesion,functional,0.0,0.050110236874356444,0.0,0.0,0.0,0.0,0.008351706145726074
EPHB2,HCK,cell_surface_ligand,functional,0.0,0.05005377711401797,0.0,0.0,0.0,0.0,0.008342296185669661
MMP2,CCR2,ecm,functional,0.0,0.05003931851110475,0.0,0.0,0.0,0.0,0.008339886418517458
PRF1,PRKCA,ecm,functional,0.0,0.0,0.0,0.05001411294159729,0.0,0.0,0.008335685490266215
ADO,ADORA3,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.04997762029381956,0.00832960338230326
SFRP2,FZD3,ligand,functional,0.0,0.04993822246562597,0.0,0.0,0.0,0.0,0.00832303707760433
BMP2,CDH11,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.049914585578591165,0.008319097596431861
PTPN6,IL4R,ligand,functional,0.0,0.0,0.04986465404531871,0.0,0.0,0.0,0.008310775674219785
KIT,PIK3C2B,ligand,functional,0.0,0.0,0.0,0.0,0.049804457978330274,0.0,0.00830074299638838
EGFR,MUC1,ligand_regulator,functional,0.0,0.0,0.0,0.0,0.0497041121401969,0.0,0.008284018690032816
GPC3,UNC5C,receptor_regulator,functional,0.0,0.0,0.0,0.0,0.0,0.049650116859071565,0.008275019476511927
CBL,SYK,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.04964878763449511,0.008274797939082519
SYK,CBL,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.04964878763449511,0.008274797939082519
ADM,HMOX1,ligand,functional,0.049529266001370705,0.0,0.0,0.0,0.0,0.0,0.008254877666895118
TGM1,GZMB,ecm_regulator,functional,0.0,0.013019956769262911,0.0,0.0228025576797908,0.013552233826518966,0.0,0.008229124712595447
FGF13,PIK3CA,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.04933025551582439,0.008221709252637398
PTPN6,ZAP70,ligand,functional,0.0,0.0,0.012327076988129007,0.036990158141016874,0.0,0.0,0.00821953918819098
CCL8,CCR1,ligand,functional,0.016773747084430322,0.0,0.0,0.0,0.03254122392426303,0.0,0.008219161834782225
IL15,JAK3,ligand,functional,0.0,0.04929536807665941,0.0,0.0,0.0,0.0,0.008215894679443234
GZMH,GZMB,secreted_enzyme,functional,0.0,0.013428859622657193,0.008236302626396783,0.027589245441384944,0.0,0.0,0.008209067948406486
CKLF,LRP6,ligand,functional,0.0,0.0,0.04907096295214122,0.0,0.0,0.0,0.00817849382535687
NRP2,IL20RA,activating_cofactor,functional,0.0,0.0,0.0,0.0,0.0,0.048976501078632,0.008162750179772001
CD14,TLR6,cell_surface_ligand,functional,0.0,0.0,0.0,0.0,0.0,0.04897244651361369,0.008162074418935615
AXL,LCK,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.048900485214619725,0.008150080869103288
PTGS2,PTGFR,cell_surface_ligand,functional,0.0,0.0,0.0,0.03977759044123401,0.0,0.009052660907595055,0.008138375224804845
FCGR2A,CD72,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.048771673218437485,0.0,0.008128612203072915
PTPN6,IL10RB,ligand,functional,0.0,0.0,0.04858109357851847,0.0,0.0,0.0,0.008096848929753079
LTB,TNFRSF1A,ligand,functional,0.0,0.0,0.04832205227372541,0.0,0.0,0.0,0.008053675378954234
EDN1,JAK2,ligand,functional,0.0,0.0,0.0,0.0,0.04829618702327626,0.0,0.008049364503879377
FLRT2,ADGRL3,ligand,functional,0.022912803244583446,0.0,0.0,0.0,0.02520164535862228,0.0,0.008019074767200955
LIF,DAPK3,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.04811134212103074,0.00801855702017179
DUOX1,MYLK,cell_surface_enzyme,functional,0.03500469008680291,0.0,0.013016288937856849,0.0,0.0,0.0,0.00800349650410996
CCL2,CCR5,ligand,functional,0.0,0.0,0.04792212335196792,0.0,0.0,0.0,0.00798702055866132
CXCL12,ZAP70,ligand,functional,0.0,0.0,0.04789889428479228,0.0,0.0,0.0,0.007983149047465379
CBL,IL20RA,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.04786601586851722,0.007977669311419537
FN1,ITGA2B,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.04773108647106521,0.007955181078510868
MST1,PRKCA,ligand,functional,0.0,0.0,0.0,0.047680015626508226,0.0,0.0,0.007946669271084705
CBL,ITGA8,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.047536304743512524,0.007922717457252088
CXCL8,PLA2G7,ligand,functional,0.0,0.0,0.0,0.03462805556089242,0.0,0.012906527065033275,0.007922430437654282
ANGPTL1,LILRB2,ligand,functional,0.0,0.047401918865523966,0.0,0.0,0.0,0.0,0.007900319810920662
PTGFR,GNAQ,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.04736912438880236,0.007894854064800392
PRKCI,ECT2,tight_junction,functional,0.0,0.0,0.0,0.0,0.04735398397463951,0.0,0.007892330662439918
CBL,CSF3R,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.04731995980271659,0.007886659967119432
CSF1R,PLCG2,cell_adhesion,functional,0.0,0.0,0.04729841660214083,0.0,0.0,0.0,0.007883069433690139
EGF,TGFB1,ligand,functional,0.0,0.0,0.047192751997688236,0.0,0.0,0.0,0.007865458666281373
COL3A1,SDC1,ecm,functional,0.0,0.0,0.0,0.0,0.047189844457517956,0.0,0.007864974076252992
CXCR4,GNAQ,cell_adhesion,functional,0.0,0.0,0.04706961734396287,0.0,0.0,0.0,0.007844936223993812
MST1R,ICAM1,cell_adhesion,functional,0.0,0.0,0.0,0.04706473470188477,0.0,0.0,0.007844122450314128
GNAI1,CD3D,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.046959175530112106,0.0,0.007826529255018684
ERBB3,JAK3,ligand_regulator,functional,0.0,0.04686564177327331,0.0,0.0,0.0,0.0,0.007810940295545552
CXCL9,FCGR2A,ligand,functional,0.0,0.0,0.0,0.0,0.0467921406516332,0.0,0.007798690108605534
GSN,LAMA1,ecm,functional,0.04655940594603286,0.0,0.0,0.0,0.0,0.0,0.007759900991005477
FGF18,FGFR4,ligand,functional,0.046541684338524486,0.0,0.0,0.0,0.0,0.0,0.007756947389754081
PTPN13,TRPM2,cell_adhesion,functional,0.0,0.0,0.013952190624417849,0.03247270897784616,0.0,0.0,0.007737483267044001
NTF3,ARHGEF2,ligand,functional,0.04628454242270999,0.0,0.0,0.0,0.0,0.0,0.007714090403784998
NGF,IKBKB,ligand,functional,0.0,0.0,0.04623906032208283,0.0,0.0,0.0,0.007706510053680472
PTPN6,CSF2RA,ligand,functional,0.0,0.0,0.0073331523770209074,0.038885084963935494,0.0,0.0,0.007703039556826067
CXCL12,CCR5,ligand,functional,0.0,0.0,0.04621286041200188,0.0,0.0,0.0,0.007702143402000313
LYN,EPHB2,cell_adhesion,functional,0.0,0.046190178509815695,0.0,0.0,0.0,0.0,0.007698363084969282
EPHB2,LYN,cell_surface_ligand,functional,0.0,0.046190178509815695,0.0,0.0,0.0,0.0,0.007698363084969282
NGF,LRP6,ligand,functional,0.0,0.0,0.04617935763862492,0.0,0.0,0.0,0.0076965596064374866
HAPLN1,IL1RL1,ligand,functional,0.013191597040609612,0.0,0.0,0.0,0.0,0.032950046546703776,0.007690273931218898
AGRN,LRP2,ecm,functional,0.0,0.0,0.0,0.04613916599298843,0.0,0.0,0.007689860998831405
BTK,GNAQ,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.04613040316380277,0.007688400527300462
COL6A3,SDC1,ecm,functional,0.0,0.0,0.0,0.0,0.04606185031917431,0.0,0.007676975053195719
PTPN6,GHR,ligand,functional,0.04603432260280486,0.0,0.0,0.0,0.0,0.0,0.0076723871004674765
PDPN,PLA2G4A,cell_surface_ligand,functional,0.0,0.045998840611698254,0.0,0.0,0.0,0.0,0.007666473435283042
GNLY,ALPK1,ecm,functional,0.0,0.0,0.0,0.04593803476988245,0.0,0.0,0.007656339128313742
TNF,CD44,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.04591111684687111,0.007651852807811852
VCAM1,ITGB7,ligand,functional,0.0,0.0,0.008249152071385787,0.0,0.037616116847532154,0.0,0.007644211486486324
CXCL12,PIK3R5,ligand,functional,0.0,0.0,0.04583412378652938,0.0,0.0,0.0,0.00763902063108823
SNCA,PLD2,ligand,functional,0.0,0.0,0.0,0.0,0.04578446347181723,0.0,0.007630743911969538
HCST,PIK3CG,cell_surface_ligand,functional,0.0,0.0,0.0,0.01724335652978855,0.028521776929911712,0.0,0.007627522243283377
LYN,EPHA2,cell_adhesion,functional,0.0,0.0,0.04560767940172064,0.0,0.0,0.0,0.007601279900286774
TGFB1,MST1R,ligand,functional,0.0,0.0,0.0,0.04558526921033663,0.0,0.0,0.007597544868389438
MST1R,TGFB1,cell_adhesion,functional,0.0,0.0,0.0,0.045585269210336614,0.0,0.0,0.007597544868389435
TNF,MAP2K3,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.04552615777742764,0.007587692962904607
LAMB3,ITGA8,ecm,functional,0.0,0.0,0.01057877582153514,0.0,0.0,0.034878172950905346,0.007576158128740081
TNC,ITGA3,ecm,functional,0.0,0.0,0.04532562354700043,0.0,0.0,0.0,0.007554270591166739
IL7R,TNFRSF11B,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.04516488536519984,0.007527480894199973
COL9A3,CD44,ecm,functional,0.04512177214128095,0.0,0.0,0.0,0.0,0.0,0.007520295356880158
PTN,PTPRZ1,ligand,functional,0.0,0.0,0.0,0.0,0.04510335863785206,0.0,0.0075172264396420095
PTPN13,CASP8,cell_adhesion,functional,0.0,0.0,0.011138329235833301,0.0337098655735842,0.0,0.0,0.0074746991349029165
LYN,MET,cell_adhesion,functional,0.0,0.0,0.044830106701659565,0.0,0.0,0.0,0.007471684450276594
LYN,CD33,cell_adhesion,functional,0.0,0.04477134603729067,0.0,0.0,0.0,0.0,0.007461891006215111
THBS4,ITGA2B,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.04454748529995993,0.007424580883326655
EGF,SOS1,ligand,functional,0.0,0.0,0.044498633713804144,0.0,0.0,0.0,0.007416438952300691
LEP,STAT3,ligand,functional,0.044429937868952704,0.0,0.0,0.0,0.0,0.0,0.007404989644825451
ITGB2,CD226,cell_surface_ligand,functional,0.0,0.0,0.0,0.04438756423443324,0.0,0.0,0.00739792737240554
ERBB3,MUC1,ligand_regulator,functional,0.0,0.04408515103526044,0.0,0.0,0.0,0.0,0.007347525172543407
TGFB1,AGTR1,ligand,functional,0.0,0.0,0.04408402044921286,0.0,0.0,0.0,0.0073473367415354774
SYK,CSF3R,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.04387492387773336,0.00731248731295556
PTPN13,MBP,cell_adhesion,functional,0.0,0.0,0.04378074458841991,0.0,0.0,0.0,0.0072967907647366525
TNF,NFE2L2,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.04376492979867855,0.007294154966446424
COL1A1,ITGA2B,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.04375585584084085,0.007292642640140142
SYK,LAT,cell_adhesion,functional,0.0,0.0,0.010724447074362436,0.0,0.0,0.03285009228356619,0.007262423226321438
JAK2,RIPK3,cell_adhesion,functional,0.04355871356482908,0.0,0.0,0.0,0.0,0.0,0.00725978559413818
IL1B,IL1R1,ligand,functional,0.01884550383864214,0.02469187857321674,0.0,0.0,0.0,0.0,0.00725623040197648
LAMC2,ITGA8,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.043293484757955226,0.007215580792992538
PODXL2,SELP,ligand,functional,0.02187260232949651,0.0,0.0,0.0,0.021274887068101805,0.0,0.007191248232933052
CLEC11A,KIT,ligand,functional,0.0,0.04286547500440709,0.0,0.0,0.0,0.0,0.007144245834067849
TNF,MAP4K4,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.0428555368280109,0.00714258947133515
TPO,JAK2,ligand,functional,0.0,0.0,0.0,0.0,0.042801166398028445,0.0,0.007133527733004741
TNF,HMOX1,ligand,functional,0.0,0.0,0.0,0.023457396679028745,0.0,0.019321401410753843,0.007129799681630432
HMOX1,TNF,ecm,functional,0.0,0.0,0.0,0.023457396679028745,0.0,0.019321401410753843,0.007129799681630432
BTK,FCER1G,cell_adhesion,functional,0.04272037361444347,0.0,0.0,0.0,0.0,0.0,0.0071200622690739115
ADORA1,GNAI1,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.04256690518569232,0.0,0.007094484197615387
NRXN2,CLSTN2,ligand,functional,0.018905503641936015,0.0,0.0,0.0,0.023488246663930838,0.0,0.007065625050977809
FGF2,FGFR3,ligand,functional,0.0,0.042364800638307686,0.0,0.0,0.0,0.0,0.0070608001063846145
MMP9,TGFB1,ecm,functional,0.0,0.0,0.0,0.042328874938274766,0.0,0.0,0.007054812489712461
TGFB1,MMP9,ligand,functional,0.0,0.0,0.0,0.042328874938274766,0.0,0.0,0.007054812489712461
NTRK3,PRKCD,cell_surface_ligand,functional,0.0,0.0,0.0,0.0,0.04221243402402852,0.0,0.00703540567067142
NRG1,MS4A4A,ligand,functional,0.0,0.042018315435708366,0.0,0.0,0.0,0.0,0.007003052572618061
CCL2,CXCR3,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.041963286668272745,0.006993881111378791
LCK,PLCG2,cell_surface_ligand,functional,0.0,0.0,0.0,0.0,0.0,0.04193432876861745,0.0069890547947695746
MMP14,MMP9,ecm_regulator,functional,0.0,0.0,0.0,0.04188819748457986,0.0,0.0,0.006981366247429976
GPC3,DPP4,receptor_regulator,functional,0.0,0.0,0.0,0.04182292510522079,0.0,0.0,0.006970487517536798
MXRA5,MFAP3L,ligand,functional,0.0,0.0,0.0,0.04168195898419803,0.0,0.0,0.0069469931640330045
LEP,JAK2,ligand,functional,0.01501606232492336,0.0,0.0,0.0,0.026632808055295044,0.0,0.006941478396703067
PIK3CA,BTK,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.04160919782129097,0.006934866303548496
GGT1,CD53,cell_surface_ligand,functional,0.0,0.04137154265103533,0.0,0.0,0.0,0.0,0.0068952571085058876
LNX1,IGSF5,cell_adhesion,functional,0.041297718940375656,0.0,0.0,0.0,0.0,0.0,0.006882953156729276
CCL21,CX3CR1,ligand,functional,0.0,0.0,0.041201954590712124,0.0,0.0,0.0,0.006866992431785354
CD86,CD8A,cell_surface_ligand,functional,0.0031659605173578816,0.0,0.006407136657856097,0.031542281696836615,0.0,0.0,0.006852563145341765
CD8A,CD86,ligand,functional,0.0031659605173578816,0.0,0.006407136657856097,0.031542281696836615,0.0,0.0,0.006852563145341765
RETN,TLR4,ligand,functional,0.0,0.04060889013631289,0.0,0.0,0.0,0.0,0.006768148356052149
THBS1,ITGA2B,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.040544282206358216,0.00675738036772637
IL1B,ICAM1,ligand,functional,0.01677996253038492,0.023735157670106997,0.0,0.0,0.0,0.0,0.00675252003341532
CXCL12,CCR2,ligand,functional,0.0,0.04050822499928072,0.0,0.0,0.0,0.0,0.0067513708332134536
THPO,STAT3,ligand,functional,0.04047555970659282,0.0,0.0,0.0,0.0,0.0,0.00674592661776547
SYK,SOS1,cell_adhesion,functional,0.0,0.0,0.040257204772814185,0.0,0.0,0.0,0.006709534128802364
TNFRSF1A,MAP2K6,ligand,functional,0.0,0.0,0.04017835119738447,0.0,0.0,0.0,0.0066963918662307454
PLA2G6,PTGS1,ecm,functional,0.0,0.0,0.0,0.0,0.04006667206022526,0.0,0.00667777867670421
EPHB2,PPARG,cell_surface_ligand,functional,0.0,0.04002204423530285,0.0,0.0,0.0,0.0,0.006670340705883809
GZMB,CASP8,secreted_enzyme,functional,0.0,0.0,0.009112105646562087,0.01849236411509918,0.012376616996163036,0.0,0.006663514459637383
FGF2,GFAP,ligand,functional,0.0,0.0399147309372977,0.0,0.0,0.0,0.0,0.006652455156216284
ADCY7,PRKX,cell_surface_enzyme,functional,0.0,0.039814726563632316,0.0,0.0,0.0,0.0,0.006635787760605386
ESR1,NR3C1,cell_adhesion,functional,0.03975590601975737,0.0,0.0,0.0,0.0,0.0,0.006625984336626228
SYK,PRKCB,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.039734448944981224,0.00662240815749687
PRKCI,BMX,tight_junction,functional,0.0,0.0,0.012632263106141964,0.0,0.027043203787992104,0.0,0.006612577815689011
SNCA,PRKCZ,ligand,functional,0.0,0.0,0.0,0.0,0.03966316028613774,0.0,0.0066105267143562905
JAK2,ESR1,cell_adhesion,functional,0.018734923974893323,0.0,0.0,0.0,0.020855483029427056,0.0,0.00659840116738673
IL34,CSF1R,ligand,functional,0.0,0.0,0.03951923153843953,0.0,0.0,0.0,0.006586538589739922
CYBB,MMP9,cell_surface_enzyme,functional,0.0,0.0,0.0,0.039510299114727414,0.0,0.0,0.006585049852454569
GNA13,CACNA1A,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.03925615991081989,0.006542693318469982
COL6A6,SDC3,ecm,functional,0.0,0.0,0.0,0.0,0.039235682539140074,0.0,0.006539280423190012
NTF3,PIK3CA,ligand,functional,0.0,0.0,0.0,0.0,0.0,0.0391340971007119,0.006522349516785316
IL15,ITGAL,ligand,functional,0.0,0.0,0.0,0.038983357939279345,0.0,0.0,0.0064972263232132245
INHBA,ACVR1B,ligand,functional,0.03898290950536038,0.0,0.0,0.0,0.0,0.0,0.00649715158422673
PRKCI,IKBKB,tight_junction,functional,0.0,0.0,0.03897239859989972,0.0,0.0,0.0,0.006495399766649953
THBS3,ITGB4,ecm,functional,0.0,0.0,0.03876168747732648,0.0,0.0,0.0,0.00646028124622108
IL1RL1,IL1RAP,ligand,functional,0.03868002517970447,0.0,0.0,0.0,0.0,0.0,0.006446670863284079
ADIPOQ,ABCA1,ligand,functional,0.0,0.0,0.0,0.038566670000181845,0.0,0.0,0.006427778333363641
IL10RB,IL10RA,cell_adhesion,functional,0.0,0.0,0.0385249943739458,0.0,0.0,0.0,0.006420832395657633
LYN,CDK1,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.03841075605784742,0.006401792676307903
VEGFC,MET,ligand,functional,0.0,0.0,0.03839599453392516,0.0,0.0,0.0,0.0063993324223208595
JAK2,BTK,cell_adhesion,functional,0.018955951079205217,0.0,0.0,0.0,0.019422114415870204,0.0,0.006396344249179237
BTK,JAK2,cell_adhesion,functional,0.018955951079205214,0.0,0.0,0.0,0.0194221144158702,0.0,0.006396344249179235
IL12A,STAT3,ligand,functional,0.0383632772164254,0.0,0.0,0.0,0.0,0.0,0.0063938795360709
TGFB1,TNC,ligand,functional,0.0,0.0,0.03835293974395545,0.0,0.0,0.0,0.006392156623992575
PRKCI,PAWR,tight_junction,functional,0.0,0.0,0.03821709579951762,0.0,0.0,0.0,0.006369515966586269
PRKCI,CHUK,tight_junction,functional,0.0,0.0,0.03819874563687396,0.0,0.0,0.0,0.00636645760614566
COL1A1,SDC1,ecm,functional,0.0,0.0,0.0,0.0,0.038144727495978026,0.0,0.006357454582663004
ADRA2A,GNAI1,cell_surface_ligand,functional,0.0,0.0,0.0,0.0,0.03800204031533041,0.0,0.006333673385888402
GNB3,PLCB1,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.037908215226127466,0.006318035871021244
LYN,IL7R,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.03760849931217616,0.006268083218696026
CRLF1,CNTFR,ligand,functional,0.03759859723227032,0.0,0.0,0.0,0.0,0.0,0.006266432872045053
COMP,ITGB7,ecm,functional,0.0,0.0,0.0,0.03087010505223527,0.00657081312927671,0.0,0.006240153030251997
CBL,ITGAX,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.037403517492985594,0.006233919582164266
LYN,TEC,cell_adhesion,functional,0.0,0.0,0.013121446928978412,0.0,0.0,0.024198494592736132,0.00621999025361909
IGF1,CHEK1,ligand,functional,0.011558390461804565,0.0,0.0,0.0,0.02569337396290775,0.0,0.006208627404118719
PIK3CA,ADAM12,cell_adhesion,functional,0.0,0.0,0.0,0.0,0.0,0.037192995259252085,0.006198832543208681
ADAM12,PIK3CA,ecm_regulator,functional,0.0,0.0,0.0,0.0,0.0,0.03719299525925208,0.00619883254320868
COL4A4,ITGB8,ecm,functional,0.0,0.0,0.0,0.0,0.03717437305715096,0.0,0.006195728842858493
CCL2,CCR7,ligand,functional,0.0,0.0,0.0,0.03707524786111213,0.0,0.0,0.006179207976852022
LCK,PIK3CA,cell_surface_ligand,functional,0.0,0.0,0.0,0.0,0.0,0.03704733954386655,0.006174556590644424
LAMB3,ITGB4,ecm,functional,0.0,0.0,0.03692883537032838,0.0,0.0,0.0,0.00615480589505473
VTN,ITGA2,ecm,functional,0.0,0.0,0.0,0.03658667713916607,0.0,0.0,0.006097779523194346
TNC,ITGB3,ecm,functional,0.0,0.0,0.0,0.0,0.0,0.03658174760746942,0.006096957934578237
LEP,PRKAA1,ligand,functional,0.0,0.0,0.0,0.0,0.03648166729776601,0.0,0.0060802778829610014
LIPC,LRP1,ecm,functional,0.03643822052884135,0.0,0.0,0.0,0.0,0.0,0.006073036754806892
EPHB3,EFNB3,cell_surface_ligand,functional,0.0,0.0,0.0,0.03639325280165372,0.0,0.0,0.006065542133608953
EFNB3,EPHB3,ligand,functional,0.0,0.0,0.0,0.03639325280165372,0.0,0.0,0.006065542133608953
PTGS2,NFE2L2,cell_surface_ligand,functional,0.0,0.0,0.0,0.0,0.0,0.03633006618157569,0.006055011030262615
LRRC4C,PTPRF,cell_surface_ligand,functional,0.0,0.036246024121211355,0.0,0.0,0.0,0.0,0.006041004020201892
